"","Atha_Ler-0_sl_FLT_uG_Rep1","Atha_Ler-0_sl_FLT_uG_Rep2","Atha_Ler-0_sl_FLT_uG_Rep3","Atha_Ler-0_sl_FLT_uG_Rep4","Atha_Ler-0_sl_FLT_0.09G_Rep1","Atha_Ler-0_sl_FLT_0.09G_Rep2","Atha_Ler-0_sl_FLT_0.09G_Rep3","Atha_Ler-0_sl_FLT_0.18G_Rep1","Atha_Ler-0_sl_FLT_0.18G_Rep2","Atha_Ler-0_sl_FLT_0.18G_Rep3","Atha_Ler-0_sl_FLT_0.36G_Rep1","Atha_Ler-0_sl_FLT_0.36G_Rep2","Atha_Ler-0_sl_FLT_0.36G_Rep3","Atha_Ler-0_sl_FLT_0.57G_Rep1","Atha_Ler-0_sl_FLT_0.57G_Rep2","Atha_Ler-0_sl_FLT_0.57G_Rep3","Atha_Ler-0_sl_FLT_0.57G_Rep4","Atha_Ler-0_sl_FLT_1G_Rep1","Atha_Ler-0_sl_FLT_1G_Rep2","Atha_Ler-0_sl_FLT_1G_Rep3"
"AT5G04890",3765,4589,166,4103,4062,2720,732,3516,3744,1050,145,1767,2751,1551,2913,4210,4110,2794,4281,1623
"AT5G04895",245,4282,2355,498,2002,2007,3220,1274,1977,2931,1577,461,157,4320,2634,916,1451,886,4622,3388
"AT5G04900",3450,1100,868,188,712,752,2821,2617,2601,2879,4588,3259,32,3643,4779,3467,765,3002,4256,1118
"AT5G04905",1168,4273,3564,2930,955,1865,726,3412,4571,1399,3792,331,3841,1124,4648,610,372,2385,120,311
"AT5G04910",442,3649,636,4304,1081,2779,566,4563,1342,1718,3313,1308,2224,1602,3310,239,4630,2746,1458,4196
"AT5G04915",2596,4985,4278,3495,26,2909,3219,1785,3195,130,4426,3788,4014,4935,4216,3079,4333,520,2747,643
"AT5G04920",1257,1699,1653,4169,4257,3434,4012,924,3347,2216,4882,1020,2204,2226,382,3209,3150,792,2086,4932
"AT5G04925",2587,588,4694,742,3766,2255,2492,2900,1985,1367,2832,3493,4447,438,3199,1533,3498,840,4375,607
"AT5G04930",3087,3016,4818,3032,2459,1173,1307,2728,4669,348,1586,904,1766,3296,544,4663,3214,4582,2085,563
"AT5G04933",3503,2623,1309,3327,1126,1327,961,1651,1780,2753,4074,4129,4699,86,2942,2755,400,432,4762,945
"AT5G04935",543,4155,4885,2222,30,3757,623,1568,124,387,4121,4902,3914,3028,1210,2052,3587,3885,213,795
"AT5G04937",2646,603,906,1428,1382,2660,1184,4396,2297,576,3985,4779,3318,1491,3697,2492,4237,1095,2502,1357
"AT5G04940",2837,1933,3780,988,187,436,2027,1472,1968,912,3392,3918,331,596,1118,485,3809,2702,4233,4993
"AT5G04945",766,2504,3325,4799,1157,4189,563,2787,1928,844,2619,1762,2579,3512,83,1191,1697,3914,4837,432
"AT5G04950",2946,578,4342,4032,4080,159,3635,3945,2630,4500,918,2736,1147,372,3438,1655,1862,2057,3468,2667
"AT5G04955",2151,3383,1095,1242,7,4546,461,2340,2597,2859,536,4430,3179,1938,3750,4438,3075,1222,1166,2464
"AT5G04960",3936,1203,4195,344,3885,1505,4887,2326,1408,1079,1215,858,4142,4964,2067,2523,300,3192,2428,1651
"AT5G04965",1369,1410,308,1722,706,1291,2392,2223,4198,3082,2667,4711,3804,344,1624,1790,3041,4940,4418,1613
"AT5G04970",417,4416,805,1813,3019,4072,2965,4025,4109,795,1564,887,3071,1731,3398,1774,724,2952,673,490
"AT5G04975",384,2953,380,1827,850,162,4703,573,301,20,344,1617,1848,2733,1071,3,4600,3780,4054,1436
"AT5G04980",3332,55,1951,2963,625,3939,4947,3274,3127,3263,4138,1628,509,3450,1419,1428,1231,4354,3791,2809
"AT5G04985",4559,4545,2490,576,2318,4098,4541,465,378,2591,173,1401,3790,4834,1545,3503,4454,75,4143,1672
"AT5G04990",598,650,1702,88,2682,2501,3714,400,100,1692,221,1922,174,3638,4971,751,4132,1668,3677,2055
"AT5G04995",1314,4189,1099,4701,4356,2482,3540,728,3508,2068,3179,4945,790,287,2427,2001,2148,1914,33,2066
"AT5G05000",1542,2833,1456,2409,3157,3198,4935,4006,2779,1419,3516,2436,2741,4549,1531,296,614,1366,1361,1561
"AT5G05005",4229,754,2216,961,3778,2416,1908,3186,2958,3620,2574,611,783,831,1505,1705,335,3696,1259,645
"AT5G05010",493,1275,3489,4115,3929,2087,1676,3386,3099,302,2206,3280,3936,1138,976,272,4580,926,2183,3432
"AT5G05015",2253,3088,3383,86,1917,1032,1914,4690,2383,2620,495,490,3837,778,1648,459,2722,819,3199,2858
"AT5G05020",1832,1864,3733,2014,4207,580,4795,667,1487,1447,4921,3275,845,2274,2117,1163,4883,1859,4735,695
"AT5G05030",2544,4322,4509,33,3685,3860,1602,2844,2234,3356,1926,2204,3749,4297,4755,4083,291,4698,2179,1355
"AT5G05035",2837,2052,3979,4253,1016,2308,2093,4961,1215,3487,71,1783,540,950,1653,3916,1860,46,4633,4945
"AT5G05040",2677,4233,4325,2366,3441,4159,2976,209,3248,1713,3210,358,1417,4018,382,1276,210,4626,3215,3167
"AT5G05045",445,76,2704,235,2930,539,2864,707,3633,1451,2994,213,2625,2680,1661,2440,3367,3485,1665,2422
"AT5G05050",1589,228,2713,1439,506,3513,398,3502,1190,4207,1854,3155,4416,2529,2092,1427,3157,3433,2786,480
"AT5G05055",2327,1250,1371,560,854,3152,4076,3002,3844,1357,472,3639,1227,481,4653,2248,2284,3798,3213,460
"AT5G05060",2246,3372,4435,3101,1392,4317,2244,3101,2555,543,2720,4806,775,3838,864,1384,4713,3693,149,2951
"AT5G05065",1917,384,4241,2422,4665,3671,199,2134,1126,2305,2636,78,4540,1214,1018,3140,4685,2806,3102,3372
"AT5G05070",722,2283,1158,2374,1711,2559,1520,4257,1354,842,3209,1678,4907,3004,1477,2348,483,175,1621,2774
"AT5G05075",921,4343,1127,489,1608,4746,12,897,3236,1430,1275,2895,3245,698,857,458,3008,646,1091,1146
"AT5G05080",346,2354,1182,3893,4579,1076,1814,1365,2526,1203,1382,1345,3867,4058,2511,2880,1978,4012,3172,1883
"AT5G05085",4940,1848,309,4788,96,1261,1990,4146,2321,2656,3140,1000,2928,4909,4290,4718,1652,100,3084,4353
"AT5G05090",292,4624,2912,2832,3679,4586,2604,3004,3439,2312,3726,4178,221,2580,1722,1096,2837,1531,1180,4970
"AT5G05095",38,318,3453,4760,962,1757,1336,1205,2671,4994,1790,3813,1159,3833,929,3959,1352,2940,1714,4502
"AT5G05100",3644,3760,1484,2332,1715,1087,3425,176,3752,1355,1038,1037,2205,3504,1758,210,4886,370,4393,1328
"AT5G05105",2247,1228,1207,418,2124,749,476,1571,2926,1095,1974,1632,2466,4023,3366,389,3127,3479,723,2458
"AT5G05110",3906,1330,3779,3666,1670,1051,3202,435,4178,3446,4140,2543,1826,3213,4357,4535,1488,2158,2755,2813
"AT5G05113",102,3320,1058,3865,4455,3464,4583,478,2967,1405,3609,662,4107,3542,2045,1055,1845,187,119,1559
"AT5G05120",2678,2282,3277,2423,583,3658,4804,2192,3319,3335,476,326,898,1371,2786,3134,3819,3482,2747,3022
"AT5G05125",4168,98,4228,315,3980,1297,336,3860,4706,616,4144,1476,4948,1529,275,3545,2490,2257,2699,3130
"AT5G05130",4235,2165,520,3220,2598,2646,2193,2901,1482,3084,2957,4415,3398,2754,1348,4426,3139,3222,3417,4169
"AT5G05135",2984,4425,3032,236,990,1512,1376,2096,4036,597,3915,1786,680,4637,2438,3829,1229,317,1000,3175
"AT5G05140",3369,1991,2391,2045,2343,1852,1363,305,3279,1044,3638,4116,3075,2066,2984,4023,4832,2488,4290,2950
"AT5G05150",3801,4276,754,1099,2687,3939,130,3760,2629,3712,4409,3495,3802,4969,2131,1424,1822,2736,2589,2265
"AT5G05155",511,39,944,1824,770,258,4898,3939,4357,3614,1813,3164,3151,1602,1338,4890,3316,2910,551,4488
"AT5G05160",612,2654,443,4489,4498,932,175,3806,1012,3335,1699,879,1684,4849,4578,2191,1176,1153,4441,4860
"AT5G05170",3203,2448,4241,1092,1762,3093,4505,3519,130,4721,561,2924,3408,53,715,3816,631,2875,4259,1765
"AT5G05175",1316,1412,1911,816,2116,4099,3215,3537,738,1799,2730,3703,1291,940,4910,3374,3612,2780,3428,1152
"AT5G05180",1217,1920,3689,2599,76,674,2334,3977,3863,2101,862,1748,2226,3998,4700,4658,748,1355,3947,1767
"AT5G05185",3395,4598,400,18,1654,2981,4072,4533,464,650,3381,4915,531,324,1639,2618,2643,4588,1354,807
"AT5G05190",1648,3567,1200,1360,3634,1623,163,2802,4283,3403,3218,4256,2339,4476,2618,4801,4798,3009,3960,4233
"AT5G05195",3262,1307,4499,1192,1978,1667,4843,27,835,328,3950,2312,188,4530,2924,4893,2951,2023,3103,3416
"AT5G05200",1966,3832,3516,3870,2874,3119,4966,1504,2047,2598,4078,2094,112,1013,248,230,768,4514,3813,2761
"AT5G05205",4435,2719,210,3677,2378,503,1852,2189,4430,351,3,2808,767,1913,951,1012,2178,3326,2760,4064
"AT5G05210",1377,1212,4257,2667,2083,3655,3169,1689,4902,443,1464,4069,2764,3858,3844,1406,3384,2625,4319,2550
"AT5G05215",4054,4224,2346,2456,711,53,4257,949,2419,931,2144,3109,2098,3968,4937,2233,4785,3085,3847,1450
"AT5G05220",4390,4715,1337,1961,3498,4380,2128,325,3518,2787,2812,1416,3123,4589,1628,3032,2691,2449,2440,2474
"AT5G05230",1562,2596,3718,2845,1244,4659,225,2641,4813,1705,4697,2454,673,4213,4295,1480,4414,3037,1871,3641
"AT5G05235",1916,3635,3939,4864,2470,2321,3577,4368,3898,1401,3408,706,1893,2777,4190,599,1994,3445,190,4257
"AT5G05240",1211,1574,1568,3167,3265,2347,893,3217,2194,742,2075,4679,898,3840,346,3280,920,2160,4996,4706
"AT5G05250",4580,1085,834,1459,894,3094,4816,435,3959,203,2672,4341,3644,4198,395,1434,3002,2896,1885,2258
"AT5G05255",4378,574,3927,4718,3227,411,4677,4546,3841,1255,4729,1585,109,1993,203,483,3957,1479,3711,3884
"AT5G05260",955,3250,567,979,3618,846,225,2522,410,3533,855,4327,324,3777,388,3892,1800,4516,3045,3703
"AT5G05265",4191,1314,1813,4496,1553,1787,81,171,4346,4680,1114,1901,3682,518,3089,3230,192,82,3265,2265
"AT5G05270",2386,3835,2145,901,4624,3192,3348,2186,2006,1125,4593,3277,1202,885,2973,3297,2378,1358,140,977
"AT5G05275",3395,3223,2170,4538,973,3115,1002,3250,3548,2703,4983,3999,3441,4842,903,595,2436,3941,1976,4704
"AT5G05280",1982,4695,1185,4761,3869,3559,96,2868,3783,755,2679,1444,271,4270,1251,2435,3527,4415,1529,1303
"AT5G05285",4374,4392,1909,4216,4508,3824,3623,1248,366,3587,729,410,1304,10,3752,2788,1610,3938,278,821
"AT5G05290",4027,4,3755,464,2816,2420,1294,4184,1048,1363,4845,4870,3340,1124,4580,4547,1651,4509,4117,1330
"AT5G05295",152,2499,2612,4860,89,1421,3714,4895,4727,192,2311,2862,475,281,1246,1880,4404,1022,154,3035
"AT5G05300",2866,2256,1346,3366,1325,3120,3153,3112,2557,2104,4435,3842,248,2822,4048,1417,3343,1485,2945,1767
"AT5G05310",575,1691,4631,954,2708,710,1992,3626,2658,2422,1660,1,4508,4093,2396,803,23,1124,651,847
"AT5G05315",82,4002,2969,3843,692,1053,1614,381,2021,2074,906,89,4829,16,655,2584,322,367,644,2711
"AT5G05320",1959,3591,191,3052,1213,2727,4710,3163,4833,4823,1025,1364,1632,1563,4941,2747,345,626,2877,386
"AT5G05325",4897,3918,3317,1373,3192,3310,4597,1763,4476,4862,160,1023,2197,2129,2314,2355,3269,3721,879,4603
"AT5G05330",128,2820,3772,1937,833,1003,2538,1057,769,4966,226,4245,2807,4777,4291,3631,1600,2482,575,4424
"AT5G05335",4441,1584,660,3330,4906,899,2876,936,2195,3887,2189,3096,4870,85,2692,2804,2603,3190,1688,2007
"AT5G05340",110,405,2045,1376,3613,1876,1395,1229,1401,2847,4148,1175,4592,2998,2041,319,3129,2515,3113,580
"AT5G05350",741,1886,4950,437,711,1711,4591,3753,465,4797,3162,1059,3464,4106,3348,4394,3772,2653,3866,698
"AT5G05360",4743,292,4,721,3479,594,3608,4881,74,320,486,2552,3460,1290,3592,2938,3790,375,2309,3557
"AT5G05365",3854,3195,4205,3098,3389,2839,4437,3902,4039,4136,67,3431,4240,1870,1911,3727,2626,3901,4026,2812
"AT5G05370",821,4967,2982,2288,3621,12,225,4061,1382,1009,11,795,1746,1755,4259,4927,146,4550,744,4628
"AT5G05375",4513,1125,2720,1125,4135,4330,99,4457,2096,788,2000,4587,3874,599,2091,3436,356,2530,3543,1295
"AT5G05380",4003,3283,2979,3136,3801,4407,1540,3890,35,2404,2960,1572,4071,3800,4201,1148,4634,990,330,2339
"AT5G05385",2177,130,1816,331,1230,4610,2090,3881,475,1113,558,5,3749,2622,2262,1760,2864,4372,3127,1192
"AT5G05390",4652,2763,2244,780,2658,735,1169,3759,4581,3607,708,643,389,3787,630,93,2382,294,3420,4189
"AT5G05395",4105,3903,863,4356,4574,4367,1894,3996,662,1945,1564,3493,4789,1692,683,3050,928,3088,1131,1706
"AT5G05400",4159,4847,4014,4037,4991,4861,3149,2565,1314,3659,3510,4028,3749,799,315,4186,2435,4319,4799,478
"AT5G05410",3771,1124,4682,3178,3039,4119,2889,856,1780,2172,576,4239,2901,1978,2605,90,1138,1626,2369,740
"AT5G05415",4975,2361,2021,2766,2712,4478,1563,3713,2511,3317,1009,3210,4732,4948,4807,3749,2998,4906,4282,454
"AT5G05420",348,1661,4950,3246,3317,1193,3830,997,3196,3734,1247,4046,4601,4211,3292,1515,2484,4354,3830,1953
"AT5G05425",1606,4091,4880,129,1547,1521,1940,1251,4344,4495,2930,1260,1423,3498,3813,2313,3074,1529,1341,2756
"AT5G05430",3710,4463,4193,4704,4071,1955,3780,3936,3064,4667,2716,3974,4296,3579,1666,2580,2147,1516,4962,1292
"AT5G05435",4143,2817,1594,2101,3898,1203,2181,196,1698,1847,2615,13,1705,3214,278,107,3327,2740,2245,4301
"AT5G05440",4114,1219,4397,1698,3096,1460,471,652,357,4881,29,3082,4916,4668,1723,3381,2582,1601,3322,1423
"AT5G05445",263,4552,3207,1698,518,2553,4612,4112,574,947,586,326,890,1127,1170,2932,4171,1031,2889,788
"AT5G05450",4299,370,1684,746,502,2331,64,3967,1655,2318,452,3137,1436,2244,608,3382,4969,4368,811,1847
"AT5G05455",2650,554,4786,1265,1697,2952,3554,3686,318,227,2328,3457,4681,3391,4062,4507,4139,405,3899,2805
"AT5G05460",3836,843,1207,4605,1941,2804,3789,3504,1142,3191,3106,2543,1309,844,3528,3638,4006,2905,735,3106
"AT5G05465",4317,295,3518,2958,1455,1252,1363,3013,56,1476,999,1646,1085,4661,3870,416,4846,4758,2980,3927
"AT5G05470",3797,2387,1374,1403,345,3942,4832,3609,3476,3617,3678,1331,115,1764,4799,386,3811,2580,2048,2053
"AT5G05475",1315,3704,589,113,1696,3978,4887,4974,354,2639,1138,1385,2480,1469,3826,3318,4103,2383,1253,4299
"AT5G05480",3977,3905,2575,877,4775,3283,2527,1372,4652,1755,2267,1614,2305,615,3301,522,4936,2833,3800,251
"AT5G05485",2113,4093,479,2461,3647,3384,1965,2200,2700,1589,4220,3624,3807,4915,4273,3812,4542,3258,2080,4565
"AT5G05490",3198,290,439,1987,1780,3006,1222,2718,916,855,581,2835,4067,112,4245,2007,2624,4520,4368,127
"AT5G05495",1365,1798,2147,2939,3461,1886,438,2121,3490,1045,1627,948,660,1551,613,4735,4628,4391,3963,552
"AT5G05500",2217,3973,2474,684,229,1127,2253,2198,4243,1244,116,4290,1807,1785,4746,4664,601,255,4802,2597
"AT5G05505",2161,4336,1877,4193,567,3571,2599,976,1599,3400,4311,2305,327,282,4234,3447,1189,3210,619,3437
"AT5G05510",2999,3822,3844,4590,37,538,4335,1370,2546,193,3802,3618,1414,4583,3483,1638,2998,1551,2316,1142
"AT5G05515",2900,511,842,737,838,2834,4454,3363,1849,4460,185,3934,927,188,4625,3221,4250,1766,3800,171
"AT5G05520",4520,3539,1554,1075,377,796,220,3169,1898,3160,2322,3210,2314,2809,4378,196,4947,3598,2169,1785
"AT5G05525",1004,2787,2949,1176,2028,371,3223,4818,2752,3572,2088,416,2038,3872,983,3006,2685,384,1773,1297
"AT5G05530",4568,4898,4391,4738,1086,1667,714,2630,2814,4573,1631,2296,2578,874,1499,822,1294,768,894,555
"AT5G05535",4753,3737,3050,4228,3471,1402,1254,3341,255,759,1779,4133,3331,3933,1982,3915,664,869,3368,2170
"AT5G05540",2429,3141,3802,371,875,2695,4498,144,163,4810,1428,3066,632,1030,2729,213,4072,702,957,4080
"AT5G05545",871,1742,2339,4683,2166,2895,1077,901,1556,1319,107,2834,4679,2255,62,2575,3439,3617,3502,939
"AT5G05550",1843,1045,4665,2653,660,4168,1343,1139,442,264,3655,3384,402,264,2194,3023,2726,1172,1865,2494
"AT5G05555",3482,1097,1744,3989,1376,3343,3437,3262,3161,585,4504,3339,4308,2904,4401,336,3216,4828,699,3682
"AT5G05560",2977,4152,2582,4281,4586,143,4617,2300,1694,2638,2679,1400,1924,776,313,2334,4459,3925,4702,1068
"AT5G05565",4006,1698,2333,3785,4988,991,1299,821,4900,4428,1598,3105,1854,3833,1195,4534,440,2676,1710,1302
"AT5G05570",3888,4311,4554,2027,3686,2967,4627,3257,4122,18,4359,2003,4926,4628,1958,152,300,1558,1468,2005
"AT5G05580",2191,2971,4088,679,3610,4983,3683,1450,4309,3777,2835,4655,3641,1539,2367,1876,3494,1031,1004,1176
"AT5G05585",887,3258,661,226,589,1879,3772,2413,2005,1270,4200,994,4944,3977,2478,288,4653,1720,850,2352
"AT5G05590",2947,4591,4690,605,2286,3363,898,4950,4545,1260,1146,196,2551,2919,1511,4777,122,791,1208,1955
"AT5G05598",3357,3319,4013,1694,1005,2976,242,1919,1675,1798,2818,4752,750,3226,3572,3142,1139,3856,2096,4753
"AT5G05600",3163,3649,3912,296,2242,155,1749,2239,1250,4514,4250,1527,3911,3801,165,28,3121,881,4454,464
"AT5G05605",73,1470,2444,3740,807,4521,2100,2049,1217,3304,4950,172,533,3109,2387,3650,1910,2360,3212,3986
"AT5G05610",4578,4716,3531,1774,1296,4792,1740,2321,1037,1908,2540,899,2074,3234,803,503,3044,3689,2074,238
"AT5G05620",1602,2730,4172,3205,3,4021,2223,1825,3394,448,1000,1115,1639,3163,2732,264,1094,4776,3831,2647
"AT5G05625",4073,66,2351,2047,779,4133,4828,1556,3563,1732,2474,3389,759,3027,3263,1028,2150,2567,1688,3904
"AT5G05630",1911,2309,4383,4028,1675,939,2722,324,4804,3313,3876,928,1192,3047,2879,141,733,2991,603,2954
"AT5G05635",3144,394,3181,3930,4115,2398,3018,775,675,584,2704,4295,1914,1363,3478,3608,2637,2591,4492,423
"AT5G05640",4285,4525,4721,2818,1029,3781,4033,3936,58,2504,3987,1844,4866,1014,4596,995,236,755,1120,1308
"AT5G05645",2049,3082,865,1206,3250,1903,2914,2283,828,3354,2457,2041,1161,1415,2548,243,2728,2178,3126,787
"AT5G05650",2096,3167,3005,4811,2572,3320,4201,4651,4327,4528,4671,4704,497,3984,518,2406,4373,1404,4246,511
"AT5G05653",4460,610,3401,4429,1535,136,2889,1750,102,2360,3440,4766,192,3782,1352,4552,4093,1523,4324,3998
"AT5G05657",4624,2833,2161,2524,3206,4683,4769,2363,4674,664,3220,883,4916,1166,205,2561,2153,4840,4015,3370
"AT5G05660",2570,450,471,4023,601,994,4629,4172,4921,1372,121,1280,413,52,3349,1527,2235,1118,1489,4596
"AT5G05665",2264,4842,4531,1378,434,1045,1741,242,3022,2359,4804,1202,400,3098,2623,711,4051,1385,4196,107
"AT5G05670",71,2551,1022,4221,1952,1828,1798,1592,2618,2715,3334,3437,4738,4733,4286,4020,4929,2910,336,4822
"AT5G05675",471,703,2191,419,4993,3194,3462,3655,3749,3038,4668,4013,3740,4789,1997,3069,4043,1011,4691,687
"AT5G05680",1016,4076,404,1492,3849,1217,3959,1347,1891,4533,5,4536,4783,2464,1591,627,33,1990,1318,4866
"AT5G05685",4613,3339,4031,4823,3296,1207,227,1339,3962,3765,4548,742,1261,3326,3340,1397,3141,599,3214,1708
"AT5G05690",574,4182,2036,2871,84,1796,227,575,4738,1208,3664,2853,2405,2538,3508,2144,2337,392,4113,3393
"AT5G05695",193,3927,652,2709,4089,748,282,3299,1072,4048,1259,3612,3488,3559,3855,1729,1373,784,4749,1613
"AT5G05700",398,1546,1596,4767,2505,4784,1566,79,2544,3132,1172,902,1838,2105,4932,1426,299,196,3539,1542
"AT5G05705",1757,1094,354,610,2517,3609,4192,1078,4053,4435,4023,445,1125,4516,4748,1443,2338,2383,597,3454
"AT5G05710",3339,371,1146,2618,484,1496,2590,428,4881,168,3543,1377,3182,2012,3586,1024,741,4624,3473,2535
"AT5G05720",4436,806,3188,3344,3038,3748,1389,3588,4440,3477,4643,1063,1343,4655,341,606,4356,3414,1164,1907
"AT5G05725",1430,4409,3385,1296,4565,3778,4051,1406,1286,4199,4344,373,2236,1337,622,417,3012,3715,4699,3475
"AT5G05730",822,4788,886,2813,4680,3407,1445,3714,4089,795,1659,4950,2854,1816,4307,2211,4577,2930,2543,2551
"AT5G05735",1910,3491,1047,753,2212,1831,4392,4011,4648,1925,4130,2200,2962,507,1426,2126,1403,196,1615,729
"AT5G05740",4586,4042,673,3089,3484,2559,4111,4532,2753,2107,4668,2372,2870,3557,522,1825,1949,3543,4607,1638
"AT5G05745",4719,2630,2151,1536,4184,3992,828,4254,1631,3141,4460,2008,784,1928,3543,3162,3681,3892,1329,858
"AT5G05750",4271,4945,3411,27,834,4897,4765,2095,4833,643,2231,4356,3554,198,847,3356,3513,123,689,2366
"AT5G05755",1451,2213,1648,2793,4207,3582,4665,994,1720,2932,1379,1,3300,1886,2538,2685,752,2859,578,4543
"AT5G05760",499,2375,2042,2608,428,4365,2867,2897,66,1753,2738,3679,4165,4827,3069,155,2291,2065,4977,4300
"AT5G05765",2527,1138,4942,2161,2630,271,1923,2723,1926,4926,4695,2503,1559,59,2237,2534,100,1541,522,4372
"AT5G05770",1722,2029,3473,4217,2468,4428,3481,4154,1931,3513,4684,85,1773,2589,1423,733,2989,4656,1301,1282
"AT5G05780",702,2832,3102,4,662,473,773,1122,1553,1348,76,4522,775,1427,1743,3817,2468,2065,4713,524
"AT5G05785",247,3423,567,1799,3982,2030,800,2837,4634,3144,4207,1504,3762,2871,321,2538,3332,1603,864,1219
"AT5G05790",2179,4866,2599,1523,1155,597,202,2024,1060,4417,961,3904,4287,2677,3542,1374,913,2409,2025,2120
"AT5G05795",3686,947,1407,639,571,2657,3895,334,3363,3862,4642,442,3758,1593,3046,4526,2469,571,4317,1002
"AT5G05800",4196,1015,549,501,1124,72,4098,1181,1699,2743,2829,3577,803,4870,3298,257,1936,3473,1497,4663
"AT5G05805",4643,2332,754,3917,1592,1304,2115,2232,38,3412,1124,2573,2342,1770,2560,3562,614,1195,1356,4975
"AT5G05810",2460,74,4908,2763,4311,2565,3366,4446,4337,2390,4385,2295,2837,3581,4741,3948,3897,162,4753,11
"AT5G05815",2505,3549,337,316,4482,2022,885,1658,1488,4728,235,3136,1264,787,4248,3796,2883,4780,325,1852
"AT5G05820",3460,2633,2574,83,3863,1954,1289,98,1658,4686,3632,3971,3155,3085,476,3840,1867,4761,2229,3014
"AT5G05825",993,490,4923,729,2924,1932,2901,2713,2227,1529,796,1995,4869,2102,2386,1212,2035,3660,1104,3936
"AT5G05830",687,3917,810,4895,289,924,3931,2083,2445,2194,2759,1864,2537,226,2106,3947,223,3744,3173,3706
"AT5G05835",3521,1145,4174,2361,1655,3160,4540,455,3267,1146,2048,210,1703,4761,4418,1206,1188,3005,2207,38
"AT5G05840",1089,3557,1285,3964,2997,1916,2220,4157,27,3238,3018,1129,734,1771,4820,2265,4568,130,3568,4
"AT5G05845",4937,546,1540,3324,3448,4205,3014,6,2310,2970,4444,1139,2267,2341,2975,5000,4167,4342,2700,2487
"AT5G05850",391,3126,3081,3402,2335,1914,4481,3526,3166,3388,1304,3307,3101,317,2531,1563,3361,159,2494,3491
"AT5G05855",628,405,1956,2330,4654,2590,3081,4260,818,4822,605,4355,3776,2017,2901,4655,1197,1260,4305,530
"AT5G05860",1908,3834,1132,4826,599,3053,850,1194,4819,1823,2658,1905,3139,4116,1064,1170,259,2801,4905,2851
"AT5G05865",1649,1236,545,3632,2110,1667,200,3510,938,4161,2503,2421,3280,1433,2181,3060,1316,2345,949,900
"AT5G05870",4098,4152,312,3120,4307,4957,2594,2526,3814,236,3585,731,3792,3647,1399,2265,4315,168,3814,1249
"AT5G05875",1531,3952,1590,4685,4300,2940,3592,4779,2942,676,711,3234,705,2213,4414,4615,832,4390,864,3532
"AT5G05880",973,4168,18,2793,860,2637,2418,4099,1860,3272,4053,794,1939,4904,431,2030,4963,1587,2466,979
"AT5G05885",4892,1780,3150,4682,1326,2423,3138,95,672,2541,4699,2411,4236,1785,4731,4340,4191,3583,4405,1419
"AT5G05890",2786,1667,4156,4119,3470,2393,1753,3643,2218,1700,3295,1047,1617,3533,1606,1380,1079,1105,1078,2036
"AT5G05895",597,751,2686,655,4414,3148,281,1102,2728,1327,3097,2000,1153,1897,2043,23,1282,522,2112,2766
"AT5G05900",4643,919,2651,3902,1459,2774,2701,2479,4769,1305,3613,4474,71,3376,4413,3673,4161,1391,345,1534
"AT5G05905",1321,4689,1321,2098,3715,1817,1184,3073,1617,1944,1404,842,2342,4250,577,478,754,4693,1204,2889
"AT5G05910",4396,4854,3207,4061,2951,2246,769,2029,325,4037,3577,437,3705,827,2796,288,527,243,1781,2439
"AT5G05915",2837,773,4158,3587,1579,926,3707,1613,2573,4158,2847,1612,1495,4922,2504,446,591,1072,3017,3657
"AT5G05920",497,3441,4436,1901,899,2484,2897,3632,2271,3704,843,4524,631,2681,4707,4604,2490,2687,2139,168
"AT5G05925",616,3164,1367,3151,3643,4894,850,1691,2835,4995,551,1017,51,1027,1644,3388,945,2239,360,1079
"AT5G05930",890,4290,2668,4640,172,387,3948,4556,4328,294,4220,2017,1748,3864,4166,4267,938,2218,3416,417
"AT5G05935",1104,2933,3010,827,2016,1688,2226,2972,469,3787,2069,4757,4894,602,3673,402,4295,714,440,4038
"AT5G05940",1822,3736,2228,3372,3567,3454,3854,4714,4336,1140,786,381,3382,179,3362,4927,1518,1318,4656,2114
"AT5G05945",1892,2383,401,537,4402,2696,1545,2651,4706,1951,3567,194,2991,4524,585,0,1017,819,1944,3326
"AT5G05950",2157,457,1128,2256,3693,4878,2202,1378,4863,3527,4402,1598,4579,1572,3140,1290,4422,493,3253,334
"AT5G05955",3023,1192,4097,4332,1765,2790,2061,3443,2439,3536,2305,3138,2253,2890,3768,3134,2038,1148,2381,2831
"AT5G05960",3971,1288,3407,1881,3108,3331,3906,175,2536,3362,1503,2923,976,2926,1325,2169,2822,3018,4720,307
"AT5G05965",3853,2721,536,4125,1508,3574,2431,1591,3660,3151,4545,69,4890,241,742,3677,2155,3002,2906,789
"AT5G05970",34,964,952,3989,4579,1313,1969,3214,2979,1181,4215,3799,97,1454,65,2161,1195,567,941,2731
"AT5G05975",1609,812,4474,3350,2606,2033,3904,4269,3497,1750,780,4953,1658,130,2728,4656,312,580,3280,181
"AT5G05980",4145,2532,4104,1332,2824,2868,2532,3752,387,3525,1802,465,981,4601,3254,1841,4069,3493,2096,601
