"","Mmus_C57-6J_LVR_GC_I_Rep1_M31","Mmus_C57-6J_LVR_GC_I_Rep2_M32","Mmus_C57-6J_LVR_FLT_I_Rep1_M21","Mmus_C57-6J_LVR_FLT_I_Rep2_M22","Mmus_C57-6J_LVR_GC_C_Rep1_M36","Mmus_C57-6J_LVR_GC_C_Rep2_M37","Mmus_C57-6J_LVR_GC_C_Rep3_M38","Mmus_C57-6J_LVR_GC_C_Rep4_M39","Mmus_C57-6J_LVR_GC_C_Rep5_M40","Mmus_C57-6J_LVR_FLT_C_Rep1_M25","Mmus_C57-6J_LVR_FLT_C_Rep2_M26","Mmus_C57-6J_LVR_FLT_C_Rep3_M27","Mmus_C57-6J_LVR_FLT_C_Rep4_M28","Mmus_C57-6J_LVR_FLT_C_Rep5_M30"
"ENSMUSG00000118329",1750,384,3335,712,749,1312,1681,2064,4649,4500,1080,75,1117,3961
"ENSMUSG00000118330",2843,1949,651,355,1634,3275,715,724,2687,2430,77,2093,332,4181
"ENSMUSG00000118331",2065,2151,1359,271,1178,2402,1084,3863,2672,2983,4762,1254,4705,3652
"ENSMUSG00000118335",3511,4771,3501,2627,775,4895,3054,2166,3529,1639,1868,4103,4140,4424
"ENSMUSG00000118338",216,193,4101,1468,4722,265,1523,1503,3060,4648,2855,4105,4001,2440
"ENSMUSG00000118340",3815,2885,354,1416,21,1708,1045,3973,3928,4160,1131,3668,3449,3645
"ENSMUSG00000118342",2901,1031,3283,4131,3980,3818,669,1936,491,3436,4313,3782,518,2559
"ENSMUSG00000118344",64,820,4782,1653,721,1790,110,4808,329,629,3632,3094,831,1918
"ENSMUSG00000118345",4288,1736,1104,1963,2451,3729,4868,4348,148,4411,3145,3306.51,2530,3526
"ENSMUSG00000118346",406,1198,588,1478,4739,2004,3845,608,4839,261,3293,538,2302,4653
"ENSMUSG00000118350",4503,2711,2922,4179,1783,3270,2064,1323,4222,1593,3804,4434,2862,2392
"ENSMUSG00000118353",692,2711,2109,675,1697,3101,2488,443,2296,2903,4351,2152,473,1633
"ENSMUSG00000118354",2543,3125,1856,2146,3206,3046,3183,2046,1388,298,254,3831,851,4332
"ENSMUSG00000118355",1381,2421,1879,221,699,592,3890,3935,398,1097,3313,873,4416,3193
"ENSMUSG00000118360",2225,485,4228,2672,2571,4658,1438,2366,4204,615,2871,1180,2582,3928
"ENSMUSG00000118364",227,346,3719,2354,3650,3569,603,1913,3171,2949,267,4903,125,1887
"ENSMUSG00000118366",3686,111,4103,2126,3338,1027,4521,4397,3401,2750,284,3357,2326,4507
"ENSMUSG00000118367",4576,4811,1289,4892,1908,4473,1455,2785,1561,4150,4679,2381,3438,2443
"ENSMUSG00000118369",3770,3765,772,1533,4928,1026,1472,1506,1524,4038,4783,1563,3657,3235
"ENSMUSG00000118371",3021,3074,1879,4535,2441,2294,1429,789,2651,2521,2020,1314,2426,3285
"ENSMUSG00000118374",751,1081,2391,3289,1487,348,1465,3773,1189,4396,3668,3690,2783,4929
"ENSMUSG00000118377",199,45,3621,2431,1632,2793,2755,1707,4306,1952,119,1173,3335,1587
"ENSMUSG00000118378",3075,1472,3622,2311,4770,4576,3832,88,3567,3369,2779,4528,2361,1529
"ENSMUSG00000118381",4224,3755,1173,3177,4144,1992,1955,469,3928,2683,3934,4194,486,2394
"ENSMUSG00000118383",1464,303,4612,1976,961,4828,4275,1823,1921,3615,4986,3025,4575,3680
"ENSMUSG00000118392",3696,4392,2592,1012,3431,3974,4930,3278,4616,956,4426,1065,4920,4797
"ENSMUSG00000118393",4076,3191,617,3216,3538,1826,3696,1046,2411,1027,4804,2642,3948,2013
"ENSMUSG00000118491",4573,3412,745,3351,2617,2683,4267,389,3132,336,2236,697,3830,1295
"ENSMUSG00000118496",1204,1880,49,2066,745,872,4926,2125,4447,581,4810,1304,2762,3164
"ENSMUSG00000118513",4551,4049,3146,4270,3745,1469,2234,2850,3773,2347,1011,2579,3998,1572
"ENSMUSG00000118610",4416,4757,1658,4375,187,4532,4334,4288,997,4405,2258,2635,926,2216
"ENSMUSG00000118668",4646,1095,3027,323,234,1777,1481,4983,3900,4699,4845,2931,1925,4485
"ENSMUSG00000118735",1367,70,1386,3664,4277,2282,674,4522,2214,4981,3074,4818,239,3700
"ENSMUSG00000118757",3248,1569,2326,372,1549,2429,4662,3312,2172,4849,1638,4516,4219,4768
"ENSMUSG00000118915",3775,2461,3366,1842,678,4190,2558,3326,1124,1903,902,2462,3751,368
"ENSMUSG00000118919",739,3686,3188,4628,4236,1755,3801,37,293,4955,1436,1194,545,4938
"ENSMUSG00000118966",1041,1728,1264,209,3518,4739,2744,223,3304,1545,1601,2055,1577,224
"ENSMUSG00000119251",4125,960,1291,2459,247,55,371,1904,4841,724,143,4058,908,4586
"ENSMUSG00000119417",1751,20,3130,1502,336,4906,3873,4692,4642,4218,4096,859,1848,3266
"ENSMUSG00000119544",3617,4858,2230,3204,4963,4113,3467,584,2586,2730,4255,1328,4531,902
"ENSMUSG00000119558",2677,750,501,1561,1725,903,877,4631,2493,364,4526,4512,4299,1523
"ENSMUSG00000119835",1598,3848,608,262,1784,1621,4045,3967,1925,2664,69,3305,776,2262
"ENSMUSG00000119968",3720,2813,500,1750,3954,4641,1771,388,713,2779,3028,3590,1597,988
"ENSMUSG00000119982",378,1263,398,1028,1881,3798,1732,155,1794,480,1358,3844,3874,151
"ENSMUSG00000119991",682,2966,1563,1166,4714,2028,751,1671,2480,3873,3634,2795,3629,475
"ENSMUSG00000120011",2449,1611,3083,4358,1542,3547,2274,948,2304,4795,1800,968,2904,1364
"ENSMUSG00000120067",1196,1732,2363,2894,295,3410,4810,3022,3383,3554,186,4228,1041,2517
"ENSMUSG00000120068",593,1140,3566,4861,3404,1085,388,3732,4338,1295,2731,1154,1826,408
"ENSMUSG00000120075",3147,3779,1203,2829,1875,2777,1201,2040,3545,31,4781,3398,4817,4886
"ENSMUSG00000120097",204,4904,1862,743,1878,4151,1655,2485,2749,1028,3013,2402,4210,1368
"ENSMUSG00000120104",328,1416,3727,3126,2569,4387,3478,384,2991,1491,4327,4142,3612,241
"ENSMUSG00000120130",67,4409,3555,672,3565,1289,899,636,1134,2293,1017,74,3462,946
"ENSMUSG00000120136",3135,870,824,2068,3995,1369,1599,2873,4625,4910,107,3066,2874,814
"ENSMUSG00000120139",2201,3196,4465,2408,4395,4094,1725,4061,1743,4409,591,3930,1837,3509
"ENSMUSG00000120141",582,1007,2668,5000,3390,3315,1949,3148,2727,4406,2767,3815,482,4632
"ENSMUSG00000120152",4407,879,2318,661,181,1847,4778,939,592,2273,1654,4590,4602,2471
"ENSMUSG00000120167",4050,3467,1073,1052,413,4581,4161,1548,1124,1860,878,384,201,883
"ENSMUSG00000120174",2152,3226,1906,1340,2017,2840,4660,1588,4368,297,3744,1583,4005,4811
"ENSMUSG00000120203",787,2009,78,2786,3076,4066,2244,1183,3166,1625,1189,1700,2006,1908
"ENSMUSG00000120219",1017,4051,2068,2394,615,506,1549,1511,2000,1873,1130,2504,2316,621
"ENSMUSG00000120254",914,1466,3926,697,4012,87,3521,675,1484,459,500,4038,4626,2332
"ENSMUSG00000120326",2110,4537,4722,3613,3809,4017,4585,2788,4194,3979,3369,3038,154,1986
"ENSMUSG00000120362",2995,3994,3126,1331,1283,4893,4359,3063,3182,699,565,2179,2508,84
"ENSMUSG00000120380",3530,392,262,756,1736,2665,1303,1731,2467,855,4079,30,690,2612
"ENSMUSG00000120396",1096,817,1162,2590,792,2672,780,2557,1468,2193,1779,2262,1032,842
"ENSMUSG00000120425",4577,4452,4716,2043,4283,4712,3186,3530,2332,3894,1308,3848,2546,4924
"ENSMUSG00000120438",137,62,1582,3458,2178,3277,173,4056,2208,2800,1374,2679,4837,3313
"ENSMUSG00000120446",4826,3568,996,1728,2460,1468,730,311,515,4707,1857,966,4116,4444
"ENSMUSG00000120470",3370,3502,4569,3200,690,318,2476,2346,3640,866,4809,4436,4288,2032
"ENSMUSG00000120513",4656,1875,2471,2301,1054,1642,3340,3343,3397,2949,4798,457,4182,1874
"ENSMUSG00000120514",1236,2236,4518,3167,3316,2596,2054,3764,2166,602,1822,3847,1961,4297
"ENSMUSG00000120551",2925,2082,2393,4572,636,2405,4498,1064,2673,4944,3629,3489,2714,2826
"ENSMUSG00000120555",3248,1791,4402,3257,2653,3094,2852,1542,3250,1618,3692,904,3363,3182
"ENSMUSG00000120562",1005,609,427,4023,1486,3079,2922,557,325,1401,3631,3660,4666,3776
"ENSMUSG00000120593",1754,3390,2996,4334,1120,1059,1374,2196,902,152,4738,4005,1873,3636
"ENSMUSG00000120608",1508,3194,719,2684,4093,1143,1932,4803,152,1483,1624,966,4523,4294
"ENSMUSG00000120626",2309,2569,2142,4088,1192,3814,1426,4716,2200,2522,783,3598,560,305
"ENSMUSG00000120685",3857,4397,4284,3246,2415,3373,1689,2991,3938,1351,2011,3515,3972,3218
"ENSMUSG00000120690",658,3370,4860,4116,2967,2985,316,4385,3885,4473,2794,4965,1947,3288
"ENSMUSG00000120701",1665,744,2403,3899,192,4834,1374,2394,1754,734,1990,3540,2634,4930
"ENSMUSG00000120718",3884,3396,2491,3236,2000,2562,651,2309,3406,458,3145,4855,1423,1876
"ENSMUSG00000120733",707,4840,4736,3057,986,4867,3697,3264,2957,2354,3621,1438,2317,4159
"ENSMUSG00000120748",4628,4782,1853,1104,1641,2384,4534,474,156,4648,1096,209,3236,750
"ENSMUSG00000120776",2095,3006,1285,783,1512,3417,4937,3443,4405,1443,2178,4231,908,65
"ENSMUSG00000120787",4625,3875,2510,4745,1027,2650,4879,356,4761,2841,656,3291,2702,2297
"ENSMUSG00000120807",4041,2836,2573,3862,2800,1129,3191,1531,3981,978,2586,3490,2367,3991
"ENSMUSG00000120814",1022,1359,2169,1090,3996,4584,4746,4613,4224,1369,3829,3821,2094,1685
"ENSMUSG00000120816",2965,3537,4724,4770,3847,3073,3783,768,1351,3885,3340,2506,2451,4549
"ENSMUSG00000120860",2450,4817,3979,48,2207,4124,455,17,2674,3927,3735,4163,4955,4286
"ENSMUSG00000120878",2071,1583,4984,3400,3614,1026,728,1694,2032,1617,2110,4835,1375,1399
"ENSMUSG00000120881",1366,4465,1077,4847,1244,673,95,3452,3213,2893,4473,225,2487,3154
"ENSMUSG00000120890",1571,2184,4154,3576,3517,221,3735,2159,1555,3136,1442,4842,3569,3707
"ENSMUSG00000120891",1560,4865,1169,4385,4344,2788,139,23,230,212,1669,3326,4015,3311
"ENSMUSG00000120900",4967,1456,1339,3083,1671,3044,4664,1104,3507,2256,3945,159,4632,1009
"ENSMUSG00000120901",3873,125,4069,2279,4153,2646,1848,4102,504,580,3597,1888,2813,1068
"ENSMUSG00000120932",2700,3437,2712,524,2847,3615,3341,3982,3981,176,3781,694,4658,923
"ENSMUSG00000120982",3027,2499,68,1588,797,4954,1288,3407,2810,1130,365,3843,1656,2060
"ENSMUSG00000121016",3651,1324,924,4076,1113,734,1646,4263,975,1949,2737,4446,3722,2578
"ENSMUSG00000121027",159,1072,1130,237,3513,3768,1576,1482,4730,4373,4596,1006,2223,4437
"ENSMUSG00000121055",1151,1654,350,2756,398,4530,274,2886,80,4761,96,3613,4655,2232
"ENSMUSG00001118662",4236,2571,648,456,4825,2306,799,3471,3810,745,1577,67,1657,4647
"ENSMUSG00002074881",2244,4193,4117,3036,2290,1478,2522,3690,65,2877,4368,3411,2515,4525
"ENSMUSG00002074883",3129,4662,4979,2043,3830,4001,119,834,2827,4709,801,3948,3608,4420
"ENSMUSG00002074886",369,4381,1857,1621,1137,2142,2800,624,278,4212,4363,840,4607,2939
"ENSMUSG00002074891",3054,4137,2382,1635,696,3482,2362,4926,3470,4303,28,3475,554,3877
"ENSMUSG00002074940",1701,4563,4573,916,4891,4746,1664,2001,3957,1502,2636,3967,1842,3597
"ENSMUSG00002074969",1568,2623,579,835,1053,167,626,1219,971,3321,1929,294,384,1490
"ENSMUSG00002074975",2528,1114,2664,3221,4005,2331,3795,2548,2986,3357,2261,351,2935,3537
"ENSMUSG00002075032",4785,3896,1110,2987,4836,4870,1897,694,3412,1770,611,1828,3093,2898
"ENSMUSG00002075051",341,3163,680,2059,4064,3319,3247,4370,2281,3648,359,976,1112,3955
"ENSMUSG00002075054",4530,3988,1653,115,3068,324,3393,1783,2029,4843,3768,3793,1175,3605
"ENSMUSG00002075087",174,2228,3096,3416,245,647,3639,2589,3873,3880,1830,4576,4557,4782
"ENSMUSG00002075107",4160,2532,2641,3043,2720,937,3563,3419,3775,197,3778,4104,3757,688
"ENSMUSG00002075125",1909,554,4322,3453,2754,1441,3559,4201,3485,3795,3653,660,4798,1689
"ENSMUSG00002075235",1741,112,1003,468,3198,800,872,676,3292,1968,4682,4827,4607,2969
"ENSMUSG00002075250",3833,1229,1374,339,1928,3322,1553,1220,4659,2806,4993,4743,207,4133
"ENSMUSG00002075253",3596,3216,2785,371,2142,4500,4848,724,1699,450,1826,2289,2820,4571
"ENSMUSG00002075271",3558,456,627,1756,3633,1463,3321,29,4332,2805,4048,1292,20,4718
"ENSMUSG00002075307",1744,4642,3226,4272,4020,4600,4031,4451,1449,4546,706,989,1116,304
"ENSMUSG00002075332",2113,292,3569,1808,3540,4110,997,3677,1595,1156,3955,4839,2,2012
"ENSMUSG00002075338",725,807,125,4825,4333,4042,1768,738,4799,4471,91,3913,654,1948
"ENSMUSG00002075372",3678,2762,2035,918,2576,4363,1048,3109,558,810,956,2798,1670,3761
"ENSMUSG00002075381",2891,4778,2826,2785,2930,2358,4331,4498,2585,3495,4067,996,2631,2440
"ENSMUSG00002075407",3931,1258,1721,4709,1011,4264,705,132,1139,3595,1928,2451,964,3559
"ENSMUSG00002075478",1388,1691,1376,3700,1789,3810,2129,2106,1122,772,437,1249,4293,4614
"ENSMUSG00002075482",2984,4993,2147,2786,2402,2626,3897,640,3044,2617,2778,2528,559,2582
"ENSMUSG00002075602",2565,3635,2641,3342,448,897,3927,3851,2526,4588,2560,4823,1874,977
"ENSMUSG00002075623",4962,291,2443,3923,4,609,1260,2519,1260,2112,3974,724,1771,3388
"ENSMUSG00002075640",36,66,595,4172,831,898,4520,2207,2635,1209,1909,2903,2815,2803
"ENSMUSG00002075727",2469,4784,3321,1711,3255,65,480,2056,922,4595,1477,1583,3896,3416
"ENSMUSG00002075776",410,1420,4436,370,202,2999,4798,1153,630,490,3342,1498,3279,1109
"ENSMUSG00002075794",1156,605,3931,1363,3803,4600,4231,4973,1674,2222,2166,319,3628,2637
"ENSMUSG00002075813",3188,4393,4706,4032,1311,3029,4510,352,2739,2743,1202,4061,751,3320
"ENSMUSG00002075816",2908,4401,4010,1576,3138,1460,3613,1907,476,3383,1581,78,995,4672
"ENSMUSG00002075851",3560,2488,2255,3664,4328,2813,3645,3153,2174,2469,184,2012,1707,4624
"ENSMUSG00002075891",181,1002,1111,3947,1201,4355,3819,685,1587,2165,1347,3977,4876,1842
"ENSMUSG00002075899",2920,1235,3364,4022,4586,2930,1826,1960,3857,2321,2379,4561,888,3086
"ENSMUSG00002075984",2901,1053,3156,3565,4928,2008,2913,941,4752,3571,2084,3377,270,2041
"ENSMUSG00002075991",2623,2185,3413,191,547,1610,4131,3205,1889,1612,3486,511,4147,1091
"ENSMUSG00002075994",435,4950,4507,879,4570,269,2792,1091,4671,1030,4809,3533,1166,4126
"ENSMUSG00002076015",3051,3092,1788,3808,4798,4254,3219,1913,4972,2170,1301,3336,4716,3319
"ENSMUSG00002076046",4651,72,3983,2029,3259,1143,4760,4424,1720,3604,364,4108,1858,2715
"ENSMUSG00002076056",2495,0,2558,1432,1955,3343,4363,1904,180,1976,4349,4069,2038,3116
"ENSMUSG00002076078",2732,4594,344,2371,4617,2270,3231,4639,4452,3096,4559,360,3237,2018
"ENSMUSG00002076079",1412,3874,1466,3134,3897,3349,2778,4818,1008,424,4764,3396,3752,823
"ENSMUSG00002076220",4532,1161,1261,1589,859,874,1697,4207,2610,50,4932,3291,4747,837
"ENSMUSG00002076303",3486,4488,4238,3860,728,3443,972,2693,1367,2478,4231,2744,1277,1334
"ENSMUSG00002076406",148,4566,1574,2319,613,4021,329,4592,3257,4189,3126,3379,3474,4786
"ENSMUSG00002076425",897,3765,486,4053,764,3680,1099,350,2128,4012,1040,443,1830,1347
"ENSMUSG00002076484",4250,2160,2448,1393,2926,363,2198,4260,3142,3602,3390,4955,4636,4983
"ENSMUSG00002076495",1600,109,2888,1843,2395,3025,418,1752,4290,1328,215,2115,3357,3722
"ENSMUSG00002076593",4655,4447,3184,832,272,2237,3375,4080,2109,475,650,3375,1864,108
"ENSMUSG00002076626",2483,4038,3518,2110,2404,1645,2875,1803,50,2536,2440,374,258,3739
"ENSMUSG00002076668",4001,4229,4997,2338,4483,1647,2510,353,23,4051,3598,2264,1050,4946
"ENSMUSG00002076671",1219,4760,4405,574,2880,849,3153,3587,3888,1256,1518,4709,810,4146
"ENSMUSG00002076763",3066,1471,1744,1696,364,1337,1115,3740,2236,476,3239,3536,238,3682
"ENSMUSG00002076798",4358,2317,4820,155,132,2192,21,313,2605,1639,4852,3247,1087,3779
"ENSMUSG00002076852",1165,3611,1700,1227,4518,710,4470,4645,3910,3046,3417,4198,4757,4868
"ENSMUSG00002076963",3700,3030,3879,4086,157,3555,2054,284,3024,4061,2126,4040,1015,504
